f,real,imag
45.656,0.084901,-0.04943
45.664,0.076583,-0.064783
45.672,0.10598,-0.066587
45.68,0.10481,-0.051891
45.688,0.078114,-0.050919
45.695,0.071328,-0.04168
45.703,0.061552,-0.042732
45.711,0.095218,-0.048364
45.719,0.080688,-0.052821
45.727,0.06997,-0.048495
45.734,0.070837,-0.05242
45.742,0.070723,-0.053855
45.75,0.064575,-0.054555
45.758,0.080335,-0.055606
45.766,0.08302,-0.044721
45.773,0.071887,-0.050846
45.781,0.0856,-0.058274
45.789,0.097587,-0.062898
45.797,0.10474,-0.06272
45.805,0.096123,-0.051143
45.812,0.10729,-0.050696
45.82,0.076456,-0.048171
45.828,0.080245,-0.047061
45.836,0.065556,-0.051167
45.844,0.05078,-0.045588
45.852,0.071805,-0.054439
45.859,0.078709,-0.064373
45.867,0.060774,-0.056937
45.875,0.056662,-0.047378
45.883,0.043813,-0.051982
45.891,0.063987,-0.060315
45.898,0.080198,-0.068458
45.906,0.073498,-0.06167
45.914,0.056553,-0.053359
45.922,0.057105,-0.04447
45.93,0.056543,-0.047428
45.938,0.052402,-0.045973
45.945,0.051818,-0.042758
45.953,0.047591,-0.051713
45.961,0.050188,-0.0543
45.969,0.06365,-0.042133
45.977,0.089125,-0.038519
45.984,0.086828,-0.043542
45.992,0.088473,-0.033272
46,0.069534,-0.03669
46.008,0.058911,-0.050013
46.016,0.075131,-0.048121
46.023,0.073575,-0.033749
46.031,0.075432,-0.027334
46.039,0.07751,-0.027143
46.047,0.098468,-0.036302
46.055,0.064926,-0.045058
46.062,0.028506,-0.03728
46.07,0.046257,-0.035175
46.078,0.054321,-0.031789
46.086,0.068167,-0.041296
46.094,0.073978,-0.039983
46.102,0.10087,-0.018965
46.109,0.097432,-0.0007946
46.117,0.10191,-0.015299
46.125,0.098776,-0.017911
46.133,0.12184,-0.015875
46.141,0.10475,-0.014191
46.148,0.099645,-0.018004
46.156,0.071651,-0.037583
46.164,0.074639,-0.040004
46.172,0.085005,-0.04492
46.18,0.12117,-0.057507
46.188,0.097757,-0.052679
46.195,0.10494,-0.037826
46.203,0.091359,-0.031057
46.211,0.086837,-0.017035
46.219,0.096186,-0.016223
46.227,0.094771,-0.037624
46.234,0.09129,-0.047718
46.242,0.087342,-0.052513
46.25,0.069298,-0.050994
46.258,0.094419,-0.029804
46.266,0.10598,-0.017129
46.273,0.091975,-0.021564
46.281,0.10547,-0.0252
46.289,0.091827,-0.02922
46.297,0.08265,-0.040866
46.305,0.082494,-0.031231
46.312,0.078901,-0.033852
46.32,0.10505,-0.032773
46.328,0.099975,-0.028536
46.336,0.09392,-0.040867
46.344,0.088628,-0.032762
46.352,0.081263,-0.025653
46.359,0.076712,-0.040131
46.367,0.055761,-0.028645
46.375,0.044152,-0.03223
46.383,0.048316,-0.025892
46.391,0.076449,-0.023312
46.398,0.056253,-0.017796
46.406,0.064752,-0.01683
46.414,0.073477,-0.01255
46.422,0.072373,-0.014397
46.43,0.064642,-0.0083494
46.438,0.070593,-0.015908
46.445,0.059687,-0.018961
46.453,0.052084,-0.022991
46.461,0.058489,-0.025809
46.469,0.070024,-0.034088
46.477,0.051229,-0.028595
46.484,0.03269,-0.026282
46.492,0.053815,-0.039173
46.5,0.043965,-0.045861
46.508,0.04643,-0.035719
46.516,0.067987,-0.049692
46.523,0.072182,-0.046931
46.531,0.067065,-0.038912
46.539,0.053994,-0.039612
46.547,0.061341,-0.033238
46.555,0.052319,-0.034825
46.562,0.050562,-0.035498
46.57,0.044672,-0.041431
46.578,0.048527,-0.03542
46.586,0.054971,-0.034236
46.594,0.06711,-0.038761
46.602,0.073209,-0.034674
46.609,0.059096,-0.04154
46.617,0.060265,-0.041011
46.625,0.055704,-0.034121
46.633,0.049466,-0.031542
46.641,0.052385,-0.036612
46.648,0.067209,-0.033456
46.656,0.062486,-0.030044
46.664,0.062694,-0.026143
46.672,0.063875,-0.029319
46.68,0.073058,-0.042905
46.688,0.058666,-0.038015
46.695,0.058843,-0.033112
46.703,0.062405,-0.030584
46.711,0.061499,-0.026655
46.719,0.051071,-0.028249
46.727,0.051759,-0.034802
46.734,0.050633,-0.027962
46.742,0.053427,-0.03256
46.75,0.050565,-0.034054
46.758,0.055858,-0.022187
46.766,0.05821,-0.030952
46.773,0.055289,-0.033851
46.781,0.061336,-0.016298
46.789,0.049304,-0.021263
46.797,0.04598,-0.034768
46.805,0.052775,-0.028787
46.812,0.059602,-0.028294
46.82,0.064437,-0.02844
46.828,0.042495,-0.027829
46.836,0.036968,-0.029335
46.844,0.04438,-0.031209
46.852,0.049567,-0.029004
46.859,0.057686,-0.026602
46.867,0.056307,-0.02555
46.875,0.056371,-0.015944
46.883,0.052465,-0.0238
46.891,0.04546,-0.02529
46.898,0.041434,-0.026637
46.906,0.046297,-0.024308
46.914,0.033721,-0.024108
46.922,0.038306,-0.022127
46.93,0.037213,-0.025569
46.938,0.043606,-0.024101
46.945,0.045539,-0.016788
46.953,0.044888,-0.01969
46.961,0.048723,-0.024923
46.969,0.049227,-0.015516
46.977,0.050842,-0.021529
46.984,0.049766,-0.021238
46.992,0.054283,-0.029773
47,0.056195,-0.033085
47.008,0.039787,-0.025088
47.016,0.04398,-0.021425
47.023,0.038849,-0.020025
47.031,0.032857,-0.018395
47.039,0.032447,-0.023308
47.047,0.029808,-0.022711
47.055,0.030559,-0.019975
47.062,0.028255,-0.023995
47.07,0.038744,-0.026423
47.078,0.038949,-0.019594
47.086,0.035667,-0.027174
47.094,0.033025,-0.02855
47.102,0.028173,-0.019896
47.109,0.026582,-0.012481
47.117,0.031633,-0.015154
47.125,0.046126,-0.014732
47.133,0.04612,-0.022907
47.141,0.03994,-0.025391
47.148,0.040475,-0.022703
47.156,0.039516,-0.0227
47.164,0.035604,-0.023237
47.172,0.033349,-0.022743
47.18,0.03148,-0.023485
47.188,0.042842,-0.021065
47.195,0.051703,-0.021239
47.203,0.039878,-0.020268
47.211,0.030491,-0.018271
47.219,0.028339,-0.015201
47.227,0.029427,-0.01177
47.234,0.038036,-0.017042
47.242,0.035764,-0.01616
47.25,0.034917,-0.020986
47.258,0.037848,-0.015224
47.266,0.031638,-0.013981
47.273,0.038914,-0.016921
47.281,0.026226,-0.015647
47.289,0.042942,-0.017193
47.297,0.037628,-0.025591
47.305,0.029064,-0.026163
47.312,0.024731,-0.021697
47.32,0.028009,-0.020481
47.328,0.02734,-0.02166
47.336,0.024239,-0.018411
47.344,0.016377,-0.016506
47.352,0.023897,-0.0181
47.359,0.025882,-0.01917
47.367,0.023758,-0.016768
47.375,0.025412,-0.020018
47.383,0.025673,-0.020988
47.391,0.032886,-0.022745
47.398,0.023063,-0.022854
47.406,0.018118,-0.021352
47.414,0.013869,-0.019536
47.422,0.013903,-0.021533
47.43,0.022931,-0.021526
47.438,0.024738,-0.017442
47.445,0.011739,-0.014042
47.453,0.027442,-0.021612
47.461,0.021469,-0.018342
47.469,0.014388,-0.016206
47.477,0.012786,-0.018303
47.484,0.016021,-0.018807
47.492,0.02207,-0.010631
47.5,0.021802,-0.013568
47.508,0.025627,-0.018952
47.516,0.028287,-0.020643
47.523,0.014829,-0.017285
47.531,0.010503,-0.01676
47.539,0.011078,-0.01826
47.547,0.019025,-0.021291
47.555,0.023085,-0.019927
47.562,0.025531,-0.0092938
47.57,0.012094,-0.011847
47.578,0.0075679,-0.013819
47.586,0.015471,-0.018389
47.594,0.013947,-0.014396
47.602,0.021702,-0.016017
47.609,0.014984,-0.015926
47.617,0.020466,-0.012632
47.625,0.035596,-0.01663
47.633,0.025133,-0.021112
47.641,0.01351,-0.01865
47.648,0.017152,-0.017528
47.656,0.022038,-0.017682
47.664,0.02317,-0.021233
47.672,0.021099,-0.020402
47.68,0.01691,-0.021098
47.688,0.027425,-0.021201
47.695,0.019635,-0.017819
47.703,0.009377,-0.013088
47.711,0.020282,-0.012762
47.719,0.029739,-0.011178
47.727,0.024495,-0.012958
47.734,0.0029539,-0.0064343
47.742,0.003997,-0.0078763
47.75,0.0086233,-0.013198
47.758,0.0037532,-0.011379
47.766,0.0035543,-0.010277
47.773,0.01579,-0.012646
47.781,0.015802,-0.0092893
47.789,0.011206,-0.013052
47.797,0.016408,-0.017104
47.805,0.022408,-0.0096096
47.812,0.014052,-0.015856
47.82,0.013396,-0.018168
47.828,0.0059071,-0.0086764
47.836,0.012619,-0.01521
47.844,0.020823,-0.024128
47.852,0.031303,-0.025287
47.859,0.014576,-0.023673
47.867,0.010358,-0.018017
47.875,0.019222,-0.015436
47.883,0.020237,-0.021092
47.891,0.033205,-0.019253
47.898,0.022785,-0.018823
47.906,0.019463,-0.022621
47.914,0.02229,-0.021815
47.922,0.015683,-0.020048
47.93,0.016215,-0.021585
47.938,0.017045,-0.023563
47.945,0.02327,-0.028071
47.953,0.025771,-0.030673
47.961,0.017713,-0.021521
47.969,0.016824,-0.021071
47.977,0.012899,-0.019479
47.984,0.027933,-0.023485
47.992,0.025185,-0.022318
48,0.037488,-0.0235
48.008,0.015975,-0.020878
48.016,0.016734,-0.022878
48.023,0.022162,-0.02443
48.031,0.016462,-0.025936
48.039,0.019218,-0.028572
48.047,0.036151,-0.030421
48.055,0.040533,-0.031842
48.062,0.024819,-0.031409
48.07,0.030553,-0.03094
48.078,0.039374,-0.034818
48.086,0.040055,-0.027321
48.094,0.03839,-0.030429
48.102,0.053143,-0.025814
48.109,0.047059,-0.027593
48.117,0.065958,-0.034174
48.125,0.05618,-0.034221
48.133,0.031717,-0.037236
48.141,0.057836,-0.031059
48.148,0.056199,-0.018125
48.156,0.043131,-0.018815
48.164,0.041362,-0.023148
48.172,0.045893,-0.026112
48.18,0.053908,-0.025389
48.188,0.051063,-0.029674
48.195,0.057596,-0.028285
48.203,0.033383,-0.037215
48.211,0.025536,-0.033686
48.219,0.042996,-0.027012
48.227,0.025341,-0.032372
48.234,0.022177,-0.034922
48.242,0.042566,-0.046263
48.25,0.033623,-0.038475
48.258,0.023832,-0.037333
48.266,0.026604,-0.04005
48.273,0.028312,-0.045566
48.281,0.036089,-0.049272
48.289,0.030117,-0.038677
48.297,0.045884,-0.046592
48.305,0.057556,-0.055363
48.312,0.055011,-0.055318
48.32,0.046351,-0.056812
48.328,0.051813,-0.057304
48.336,0.051164,-0.057582
48.344,0.057025,-0.064299
48.352,0.04955,-0.066607
48.359,0.06901,-0.074414
48.367,0.081682,-0.077023
48.375,0.077495,-0.07687
48.383,0.081458,-0.074416
48.391,0.089729,-0.070134
48.398,0.072041,-0.074963
48.406,0.061287,-0.070162
48.414,0.09444,-0.07381
48.422,0.11837,-0.077158
48.43,0.11452,-0.085745
48.438,0.1151,-0.088317
48.445,0.11726,-0.084297
48.453,0.098486,-0.073512
48.461,0.071578,-0.075588
48.469,0.096363,-0.095622
48.477,0.098626,-0.10471
48.484,0.12113,-0.10433
48.492,0.12149,-0.09967
48.5,0.12122,-0.114
48.508,0.12412,-0.10569
48.516,0.14466,-0.10489
48.523,0.18784,-0.099693
48.531,0.18666,-0.13241
48.539,0.15869,-0.13654
48.547,0.15995,-0.13859
48.555,0.17571,-0.13826
48.562,0.1863,-0.14152
48.57,0.20296,-0.15402
48.578,0.2441,-0.15934
48.586,0.22722,-0.15954
48.594,0.23378,-0.15658
48.602,0.22173,-0.14497
48.609,0.21231,-0.15881
48.617,0.20771,-0.16902
48.625,0.23583,-0.17932
48.633,0.26553,-0.17185
48.641,0.2568,-0.18559
48.648,0.24438,-0.16603
48.656,0.28182,-0.17785
48.664,0.29881,-0.20988
48.672,0.29426,-0.2083
48.68,0.31702,-0.20021
48.688,0.3323,-0.21043
48.695,0.33905,-0.21291
48.703,0.35398,-0.20473
48.711,0.37783,-0.21658
48.719,0.37065,-0.2294
48.727,0.35539,-0.22738
48.734,0.34988,-0.23188
48.742,0.36805,-0.23639
48.75,0.39683,-0.23218
48.758,0.40897,-0.24082
48.766,0.38074,-0.25228
48.773,0.39793,-0.25567
48.781,0.40191,-0.25358
48.789,0.41051,-0.25986
48.797,0.42448,-0.26799
48.805,0.43743,-0.25993
48.812,0.43173,-0.27534
48.82,0.45673,-0.28084
48.828,0.48198,-0.26961
48.836,0.49466,-0.27512
48.844,0.50795,-0.27779
48.852,0.49907,-0.26127
48.859,0.48325,-0.25776
48.867,0.4763,-0.27025
48.875,0.48835,-0.28036
48.883,0.50207,-0.2756
48.891,0.50734,-0.26855
48.898,0.51614,-0.26301
48.906,0.52709,-0.26623
48.914,0.50697,-0.27566
48.922,0.51032,-0.28122
48.93,0.50775,-0.26675
48.938,0.49728,-0.2527
48.945,0.48897,-0.26532
48.953,0.4993,-0.26797
48.961,0.48967,-0.25993
48.969,0.47901,-0.26467
48.977,0.50355,-0.24695
48.984,0.49642,-0.24326
48.992,0.48934,-0.24469
49,0.49415,-0.24648
49.008,0.48025,-0.24121
49.016,0.46819,-0.24018
49.023,0.46179,-0.24586
49.031,0.44419,-0.24533
49.039,0.46218,-0.23118
49.047,0.46445,-0.23031
49.055,0.4533,-0.23309
49.062,0.4428,-0.2207
49.07,0.46561,-0.21637
49.078,0.45138,-0.21339
49.086,0.43379,-0.19425
49.094,0.4395,-0.2001
49.102,0.42741,-0.20565
49.109,0.41736,-0.19722
49.117,0.41491,-0.18526
49.125,0.40284,-0.19519
49.133,0.40969,-0.19357
49.141,0.45156,-0.19135
49.148,0.44397,-0.17225
49.156,0.44498,-0.16975
49.164,0.44771,-0.18531
49.172,0.43419,-0.1883
49.18,0.42988,-0.19002
49.188,0.44422,-0.20646
49.195,0.44302,-0.20762
49.203,0.4438,-0.193
49.211,0.43794,-0.19746
49.219,0.44844,-0.20638
49.227,0.44684,-0.20336
49.234,0.44024,-0.20316
49.242,0.4327,-0.20739
49.25,0.44273,-0.20315
49.258,0.4265,-0.19572
49.266,0.41153,-0.19136
49.273,0.40965,-0.19749
49.281,0.40572,-0.19551
49.289,0.41003,-0.18751
49.297,0.41318,-0.18246
49.305,0.3998,-0.18059
49.312,0.37857,-0.18192
49.32,0.38005,-0.18112
49.328,0.39106,-0.17504
49.336,0.40222,-0.17646
49.344,0.39457,-0.18455
49.352,0.39313,-0.17542
49.359,0.39263,-0.16572
49.367,0.38444,-0.18975
49.375,0.37533,-0.18429
49.383,0.36671,-0.17678
49.391,0.35836,-0.18231
49.398,0.37433,-0.17171
49.406,0.3727,-0.17899
49.414,0.35556,-0.1934
49.422,0.34888,-0.19176
49.43,0.35157,-0.17866
49.438,0.35321,-0.16563
49.445,0.31971,-0.1688
49.453,0.32439,-0.17901
49.461,0.3377,-0.1793
49.469,0.33169,-0.16709
49.477,0.32406,-0.16263
49.484,0.31602,-0.17588
49.492,0.31167,-0.17613
49.5,0.32599,-0.16245
49.508,0.33784,-0.16092
49.516,0.31891,-0.1675
49.523,0.31677,-0.1634
49.531,0.31519,-0.15455
49.539,0.30912,-0.15889
49.547,0.31023,-0.15697
49.555,0.29672,-0.15782
49.562,0.28245,-0.16181
49.57,0.26999,-0.16153
49.578,0.26246,-0.15505
49.586,0.27611,-0.15131
49.594,0.26944,-0.15038
49.602,0.26829,-0.13875
49.609,0.2562,-0.15355
49.617,0.25863,-0.14813
49.625,0.258,-0.14824
49.633,0.26232,-0.15575
49.641,0.26827,-0.15618
49.648,0.2663,-0.14502
49.656,0.25573,-0.14028
49.664,0.24349,-0.13685
49.672,0.24183,-0.14272
49.68,0.23418,-0.14808
49.688,0.24087,-0.14761
49.695,0.25859,-0.13857
49.703,0.25022,-0.14042
49.711,0.25014,-0.14
49.719,0.23727,-0.13562
49.727,0.22855,-0.13151
49.734,0.21875,-0.13705
49.742,0.22994,-0.13362
49.75,0.23119,-0.13534
49.758,0.22315,-0.13637
49.766,0.22663,-0.13048
49.773,0.23255,-0.12933
49.781,0.22829,-0.12924
49.789,0.22929,-0.13152
49.797,0.22957,-0.13734
49.805,0.22131,-0.13238
49.812,0.20009,-0.13186
49.82,0.19762,-0.13153
49.828,0.21621,-0.12996
49.836,0.22674,-0.13382
49.844,0.21395,-0.13313
49.852,0.21713,-0.13293
49.859,0.22809,-0.13352
49.867,0.2197,-0.13424
49.875,0.20597,-0.14109
49.883,0.2081,-0.13952
49.891,0.20199,-0.13355
49.898,0.20346,-0.1339
49.906,0.20252,-0.13489
49.914,0.21415,-0.12976
49.922,0.23038,-0.12335
49.93,0.2396,-0.11158
49.938,0.22719,-0.11895
49.945,0.20843,-0.13364
49.953,0.20541,-0.13689
49.961,0.20483,-0.12342
49.969,0.20625,-0.12206
49.977,0.20227,-0.12695
49.984,0.20759,-0.12872
49.992,0.22359,-0.13163
50,0.21565,-0.1208
50.008,0.21181,-0.12418
50.016,0.21413,-0.13222
50.023,0.19396,-0.12759
50.031,0.19717,-0.1303
50.039,0.20239,-0.11952
50.047,0.20794,-0.11717
50.055,0.2191,-0.1238
50.062,0.21747,-0.12455
50.07,0.2017,-0.12718
50.078,0.19942,-0.12991
50.086,0.2006,-0.12213
50.094,0.20452,-0.12119
50.102,0.22476,-0.11856
50.109,0.21469,-0.11643
50.117,0.21357,-0.11912
50.125,0.22572,-0.12369
50.133,0.22237,-0.1188
50.141,0.20345,-0.11915
50.148,0.20129,-0.11458
50.156,0.20111,-0.12757
50.164,0.19395,-0.12439
50.172,0.20437,-0.12404
50.18,0.211,-0.12339
50.188,0.21298,-0.11677
50.195,0.2088,-0.11963
50.203,0.21118,-0.12215
50.211,0.20638,-0.12371
50.219,0.18595,-0.12189
50.227,0.19223,-0.12414
50.234,0.20279,-0.12761
50.242,0.20233,-0.12492
50.25,0.21241,-0.13109
50.258,0.21579,-0.12065
50.266,0.19994,-0.11952
50.273,0.19255,-0.11965
50.281,0.19988,-0.11608
50.289,0.19866,-0.11844
50.297,0.20959,-0.11721
50.305,0.21513,-0.11252
50.312,0.20565,-0.11219
50.32,0.19814,-0.1087
50.328,0.21576,-0.10905
50.336,0.21008,-0.10574
50.344,0.20245,-0.11477
50.352,0.21458,-0.11187
50.359,0.20256,-0.10502
50.367,0.19831,-0.10677
50.375,0.20955,-0.11104
50.383,0.19949,-0.10947
50.391,0.20415,-0.1039
50.398,0.20946,-0.11137
50.406,0.20617,-0.11044
50.414,0.20676,-0.11191
50.422,0.20822,-0.11326
50.43,0.20033,-0.11407
50.438,0.204,-0.11639
50.445,0.21036,-0.11449
50.453,0.20231,-0.11487
50.461,0.19201,-0.11354
50.469,0.1977,-0.11611
50.477,0.2119,-0.11708
50.484,0.19771,-0.11656
50.492,0.20099,-0.11726
50.5,0.20113,-0.12398
50.508,0.21249,-0.10918
50.516,0.20811,-0.1093
50.523,0.19769,-0.11912
50.531,0.19674,-0.11868
50.539,0.20399,-0.11731
50.547,0.20521,-0.11654
50.555,0.21053,-0.11955
50.562,0.21219,-0.12107
50.57,0.2149,-0.11899
50.578,0.20872,-0.12452
50.586,0.2019,-0.13005
50.594,0.20483,-0.13201
50.602,0.21088,-0.12884
50.609,0.20805,-0.12792
50.617,0.20585,-0.13001
50.625,0.20564,-0.13014
50.633,0.21362,-0.12676
50.641,0.20747,-0.13454
50.648,0.21994,-0.12555
50.656,0.22536,-0.11395
50.664,0.22633,-0.12208
50.672,0.2315,-0.12744
50.68,0.23428,-0.12815
50.688,0.23647,-0.13394
50.695,0.23335,-0.13668
50.703,0.22178,-0.13247
50.711,0.22519,-0.12787
50.719,0.23072,-0.12967
50.727,0.24068,-0.13995
50.734,0.24635,-0.14141
50.742,0.2486,-0.12887
50.75,0.23506,-0.13389
50.758,0.23621,-0.13546
50.766,0.22989,-0.13875
50.773,0.24017,-0.14682
50.781,0.24553,-0.14136
50.789,0.24684,-0.14358
50.797,0.25879,-0.14598
50.805,0.27162,-0.14235
50.812,0.26012,-0.14191
50.82,0.24126,-0.15053
50.828,0.24415,-0.14416
50.836,0.26428,-0.14624
50.844,0.2576,-0.15419
50.852,0.25349,-0.15245
50.859,0.2627,-0.1495
50.867,0.26584,-0.15547
50.875,0.25648,-0.1589
50.883,0.25683,-0.15406
50.891,0.27276,-0.14662
50.898,0.27746,-0.14922
50.906,0.27795,-0.15738
50.914,0.27236,-0.15772
50.922,0.2719,-0.16181
50.93,0.27354,-0.16254
50.938,0.27448,-0.16376
50.945,0.27784,-0.16072
50.953,0.28479,-0.16473
50.961,0.27884,-0.16598
50.969,0.27737,-0.16237
50.977,0.28696,-0.15854
50.984,0.29136,-0.16086
50.992,0.28386,-0.16352
51,0.2813,-0.16166
51.008,0.28699,-0.16549
51.016,0.28073,-0.15821
51.023,0.27434,-0.15511
51.031,0.27952,-0.15911
51.039,0.27527,-0.16254
51.047,0.27653,-0.16557
51.055,0.2795,-0.1626
51.062,0.26688,-0.15558
51.07,0.26469,-0.15521
51.078,0.26054,-0.1459
51.086,0.25428,-0.14467
51.094,0.25123,-0.15302
51.102,0.26225,-0.15344
51.109,0.2615,-0.15701
51.117,0.26147,-0.1555
51.125,0.26961,-0.15246
51.133,0.26413,-0.1526
51.141,0.2521,-0.14589
51.148,0.25795,-0.15035
51.156,0.26012,-0.15104
51.164,0.24997,-0.15459
51.172,0.25108,-0.15249
51.18,0.25954,-0.14695
51.188,0.26799,-0.13817
51.195,0.25337,-0.14364
51.203,0.24952,-0.14768
51.211,0.25223,-0.14662
51.219,0.25907,-0.1452
51.227,0.26929,-0.13926
51.234,0.25608,-0.14318
51.242,0.2446,-0.1403
51.25,0.24467,-0.13951
51.258,0.24658,-0.14005
51.266,0.24607,-0.13423
51.273,0.25605,-0.13451
51.281,0.26486,-0.13443
51.289,0.25964,-0.13396
51.297,0.26259,-0.13186
51.305,0.25939,-0.13374
51.312,0.25629,-0.13652
51.32,0.26107,-0.13478
51.328,0.26555,-0.12253
51.336,0.26834,-0.11777
51.344,0.26023,-0.12608
51.352,0.25772,-0.13477
51.359,0.25205,-0.14229
51.367,0.25463,-0.14085
51.375,0.24949,-0.13136
51.383,0.25364,-0.12872
51.391,0.26411,-0.12514
51.398,0.25568,-0.13054
51.406,0.25318,-0.12618
51.414,0.26675,-0.12234
51.422,0.27151,-0.12065
51.43,0.28296,-0.11401
51.438,0.27076,-0.12393
51.445,0.26084,-0.12586
51.453,0.25411,-0.13187
51.461,0.25817,-0.12363
51.469,0.27352,-0.12179
51.477,0.26569,-0.12554
51.484,0.25326,-0.12082
51.492,0.24957,-0.11777
51.5,0.27359,-0.12555
51.508,0.25915,-0.11707
51.516,0.26991,-0.1096
51.523,0.2678,-0.11944
51.531,0.26588,-0.11245
51.539,0.26805,-0.108
51.547,0.26163,-0.1099
51.555,0.27634,-0.11481
51.562,0.27114,-0.11434
51.57,0.26527,-0.11512
51.578,0.26426,-0.11469
51.586,0.27583,-0.11686
51.594,0.28352,-0.11263
51.602,0.27343,-0.11102
51.609,0.26357,-0.10951
51.617,0.26623,-0.11251
51.625,0.26573,-0.10726
51.633,0.27251,-0.097545
51.641,0.27932,-0.098145
51.648,0.28452,-0.10813
51.656,0.28042,-0.10835
51.664,0.27189,-0.10827
51.672,0.27343,-0.092566
51.68,0.28847,-0.099239
51.688,0.26637,-0.1124
51.695,0.262,-0.10612
51.703,0.27324,-0.098756
51.711,0.29179,-0.10265
51.719,0.29998,-0.10355
51.727,0.28742,-0.095855
51.734,0.27387,-0.096136
51.742,0.27124,-0.083365
51.75,0.28002,-0.084874
51.758,0.30002,-0.083963
51.766,0.29383,-0.088882
51.773,0.28671,-0.094133
51.781,0.29157,-0.098665
51.789,0.29062,-0.10573
51.797,0.27942,-0.099348
51.805,0.27745,-0.090903
51.812,0.27977,-0.092628
51.82,0.27845,-0.090329
51.828,0.28712,-0.096129
51.836,0.30756,-0.088117
51.844,0.29562,-0.098769
51.852,0.2847,-0.088746
51.859,0.27412,-0.092237
51.867,0.29004,-0.092701
51.875,0.29631,-0.088488
51.883,0.30578,-0.077451
51.891,0.30462,-0.083572
51.898,0.29645,-0.094586
51.906,0.2997,-0.083931
51.914,0.29246,-0.092041
51.922,0.31658,-0.1051
51.93,0.31038,-0.11362
51.938,0.31108,-0.1002
51.945,0.32246,-0.097728
51.953,0.3156,-0.11735
51.961,0.31163,-0.10708
51.969,0.31095,-0.10121
51.977,0.3134,-0.09089
51.984,0.30497,-0.088878
51.992,0.30843,-0.093633
52,0.30682,-0.086537
52.008,0.29565,-0.089495
52.016,0.31066,-0.093258
52.023,0.33112,-0.088294
52.031,0.32313,-0.095713
52.039,0.31092,-0.095511
52.047,0.3143,-0.092484
52.055,0.32997,-0.086556
52.062,0.31352,-0.10512
52.07,0.31478,-0.11724
52.078,0.31634,-0.10925
52.086,0.32769,-0.094314
52.094,0.3097,-0.087388
52.102,0.32425,-0.094495
52.109,0.33464,-0.095833
52.117,0.32434,-0.093423
52.125,0.32671,-0.087215
52.133,0.32538,-0.093922
52.141,0.31694,-0.10878
52.148,0.31431,-0.11174
52.156,0.32141,-0.11192
52.164,0.32957,-0.10326
52.172,0.32723,-0.096751
52.18,0.32617,-0.096404
52.188,0.30883,-0.10794
52.195,0.3288,-0.10368
52.203,0.32785,-0.09355
52.211,0.3137,-0.095302
52.219,0.31255,-0.098094
52.227,0.32234,-0.1037
52.234,0.32516,-0.094447
52.242,0.32076,-0.096512
52.25,0.3304,-0.10188
52.258,0.32432,-0.11696
52.266,0.31988,-0.10844
52.273,0.32136,-0.10356
52.281,0.32601,-0.11202
52.289,0.31741,-0.11743
52.297,0.30986,-0.11952
52.305,0.31088,-0.11562
52.312,0.3167,-0.11579
52.32,0.3319,-0.12464
52.328,0.33615,-0.11236
52.336,0.3234,-0.1068
52.344,0.31505,-0.11482
52.352,0.31542,-0.11256
52.359,0.3214,-0.10681
52.367,0.32074,-0.10254
52.375,0.33909,-0.11763
52.383,0.32282,-0.1222
52.391,0.33358,-0.11378
52.398,0.35055,-0.12133
52.406,0.32767,-0.12062
52.414,0.32257,-0.12372
52.422,0.31377,-0.13184
52.43,0.31642,-0.116
52.438,0.32985,-0.12696
52.445,0.32888,-0.13136
52.453,0.31527,-0.12905
52.461,0.32555,-0.12865
52.469,0.32177,-0.12957
52.477,0.30871,-0.12039
52.484,0.3119,-0.12515
52.492,0.31592,-0.12738
52.5,0.31097,-0.13355
52.508,0.32195,-0.12922
52.516,0.31747,-0.12588
52.523,0.31483,-0.13016
52.531,0.32217,-0.1247
52.539,0.31499,-0.12727
52.547,0.3245,-0.12798
52.555,0.32256,-0.123
52.562,0.31744,-0.12488
52.57,0.309,-0.12907
52.578,0.31463,-0.13631
52.586,0.31394,-0.13258
52.594,0.30858,-0.12556
52.602,0.30259,-0.1315
52.609,0.3072,-0.13127
52.617,0.30319,-0.12999
52.625,0.29603,-0.12437
52.633,0.29244,-0.10683
52.641,0.29705,-0.10815
52.648,0.29367,-0.10826
52.656,0.28678,-0.10393
52.664,0.28656,-0.10196
52.672,0.28486,-0.10643
52.68,0.28653,-0.10991
52.688,0.26356,-0.10559
52.695,0.26495,-0.1009
52.703,0.25887,-0.10168
52.711,0.25861,-0.1088
52.719,0.26255,-0.10544
52.727,0.27625,-0.10984
52.734,0.26944,-0.11481
52.742,0.26161,-0.10733
52.75,0.25099,-0.1045
52.758,0.25648,-0.10258
52.766,0.25374,-0.11987
52.773,0.25241,-0.12512
52.781,0.26226,-0.12596
52.789,0.25712,-0.12483
52.797,0.25306,-0.12647
52.805,0.24391,-0.12962
52.812,0.24716,-0.13291
52.82,0.24272,-0.13549
52.828,0.25754,-0.14387
52.836,0.27097,-0.14788
52.844,0.28751,-0.14356
52.852,0.25577,-0.14723
52.859,0.24975,-0.14264
52.867,0.27932,-0.14634
52.875,0.25374,-0.15574
52.883,0.23481,-0.16713
52.891,0.23213,-0.15581
52.898,0.22033,-0.1553
52.906,0.23165,-0.15638
52.914,0.23468,-0.15057
52.922,0.2384,-0.15339
52.93,0.24025,-0.15825
52.938,0.24484,-0.15845
