f,real,imag
20.922,0.047417,-0.025079
20.93,0.045939,-0.024271
20.938,0.046859,-0.024796
20.945,0.047974,-0.025819
20.953,0.045219,-0.024725
20.961,0.045228,-0.024746
20.969,0.045345,-0.025447
20.977,0.045843,-0.02636
20.984,0.045572,-0.025683
20.992,0.045522,-0.02564
21,0.04594,-0.026303
21.008,0.044771,-0.025698
21.016,0.045365,-0.026423
21.023,0.044505,-0.026161
21.031,0.043342,-0.026119
21.039,0.04212,-0.025783
21.047,0.044709,-0.026897
21.055,0.041617,-0.025122
21.062,0.044189,-0.027314
21.07,0.042174,-0.02627
21.078,0.04075,-0.025899
21.086,0.041069,-0.026198
21.094,0.039871,-0.025518
21.102,0.042054,-0.026843
21.109,0.042066,-0.026623
21.117,0.042051,-0.026086
21.125,0.042029,-0.026435
21.133,0.041058,-0.026117
21.141,0.042846,-0.027336
21.148,0.041893,-0.02691
21.156,0.040458,-0.025998
21.164,0.041674,-0.026459
21.172,0.039864,-0.025365
21.18,0.039452,-0.025623
21.188,0.040667,-0.02665
21.195,0.038016,-0.025025
21.203,0.036951,-0.024165
21.211,0.039611,-0.025585
21.219,0.039833,-0.025545
21.227,0.039155,-0.025694
21.234,0.039346,-0.025836
21.242,0.038128,-0.025058
21.25,0.036433,-0.023853
21.258,0.038767,-0.025716
21.266,0.039285,-0.0255
21.273,0.03838,-0.024595
21.281,0.036794,-0.023872
21.289,0.038537,-0.024575
21.297,0.039393,-0.02454
21.305,0.039547,-0.02487
21.312,0.03905,-0.024444
21.32,0.037168,-0.023105
21.328,0.039009,-0.024235
21.336,0.038159,-0.023641
21.344,0.039298,-0.024514
21.352,0.036904,-0.022806
21.359,0.038374,-0.024019
21.367,0.036259,-0.023064
21.375,0.037395,-0.023806
21.383,0.038019,-0.024429
21.391,0.037002,-0.023812
21.398,0.037075,-0.024109
21.406,0.037289,-0.0246
21.414,0.037055,-0.024679
21.422,0.036033,-0.024012
21.43,0.034955,-0.023528
21.438,0.036537,-0.024866
21.445,0.035392,-0.024568
21.453,0.03233,-0.02266
21.461,0.035534,-0.025067
21.469,0.034669,-0.024432
21.477,0.036233,-0.025779
21.484,0.034666,-0.024809
21.492,0.03535,-0.0255
21.5,0.035379,-0.025659
21.508,0.034948,-0.025256
21.516,0.03559,-0.025752
21.523,0.03299,-0.023813
21.531,0.035262,-0.025583
21.539,0.034414,-0.025237
21.547,0.035954,-0.0261
21.555,0.035464,-0.025805
21.562,0.03377,-0.024731
21.57,0.032542,-0.023556
21.578,0.034655,-0.025316
21.586,0.035664,-0.026207
21.594,0.033127,-0.024398
21.602,0.033377,-0.024626
21.609,0.033785,-0.024945
21.617,0.033194,-0.024248
21.625,0.03427,-0.025336
21.633,0.035372,-0.026236
21.641,0.032639,-0.024338
21.648,0.034991,-0.026148
21.656,0.033599,-0.02569
21.664,0.032227,-0.024951
21.672,0.033174,-0.02614
21.68,0.032207,-0.025948
21.688,0.031352,-0.0254
21.695,0.030606,-0.025007
21.703,0.030575,-0.025152
21.711,0.03199,-0.026512
21.719,0.03086,-0.025624
21.727,0.031467,-0.026295
21.734,0.03095,-0.025917
21.742,0.030401,-0.025536
21.75,0.031792,-0.026832
21.758,0.031796,-0.026954
21.766,0.03103,-0.02645
21.773,0.031045,-0.026511
21.781,0.030787,-0.026461
21.789,0.029082,-0.025108
21.797,0.031731,-0.027409
21.805,0.031289,-0.027001
21.812,0.030236,-0.026172
21.82,0.031906,-0.027763
21.828,0.030846,-0.026956
21.836,0.030026,-0.026342
21.844,0.028685,-0.025168
21.852,0.028847,-0.025294
21.859,0.030598,-0.026982
21.867,0.030067,-0.026487
21.875,0.030025,-0.026468
21.883,0.030463,-0.027012
21.891,0.029842,-0.026481
21.898,0.027967,-0.024877
21.906,0.028744,-0.02569
21.914,0.029948,-0.026861
21.922,0.029106,-0.026096
21.93,0.028571,-0.025837
21.938,0.029368,-0.026514
21.945,0.029258,-0.0268
21.953,0.028808,-0.026457
21.961,0.029325,-0.026902
21.969,0.028728,-0.026597
21.977,0.029675,-0.027433
21.984,0.028683,-0.02657
21.992,0.02786,-0.025699
22,0.02582,-0.02386
22.008,0.026876,-0.025085
22.016,0.027928,-0.025941
22.023,0.02722,-0.025194
22.031,0.028836,-0.026608
22.039,0.029557,-0.026903
22.047,0.027994,-0.025105
22.055,0.027939,-0.025288
22.062,0.028557,-0.02572
22.07,0.030167,-0.026673
22.078,0.029699,-0.026337
22.086,0.028121,-0.024393
22.094,0.029777,-0.026256
22.102,0.027657,-0.023898
22.109,0.02974,-0.025187
22.117,0.03016,-0.025541
22.125,0.030777,-0.025477
22.133,0.028386,-0.024717
22.141,0.02959,-0.024743
22.148,0.028201,-0.023999
22.156,0.02924,-0.024661
22.164,0.0305,-0.025497
22.172,0.029545,-0.025216
22.18,0.029969,-0.024349
22.188,0.029111,-0.024156
22.195,0.02629,-0.022378
22.203,0.029405,-0.025449
22.211,0.03037,-0.025716
22.219,0.02968,-0.024717
22.227,0.027198,-0.022953
22.234,0.028484,-0.023374
22.242,0.030422,-0.02513
22.25,0.032854,-0.026364
22.258,0.030007,-0.023733
22.266,0.027643,-0.024148
22.273,0.025943,-0.024203
22.281,0.028727,-0.023922
22.289,0.02764,-0.022936
22.297,0.02901,-0.024643
22.305,0.027533,-0.024537
22.312,0.028679,-0.026265
22.32,0.025607,-0.023992
22.328,0.030485,-0.027797
22.336,0.030827,-0.026479
22.344,0.031256,-0.026527
22.352,0.028269,-0.025026
22.359,0.029251,-0.025539
22.367,0.028849,-0.026223
22.375,0.027744,-0.025015
22.383,0.030055,-0.024835
22.391,0.031043,-0.025669
22.398,0.028703,-0.025924
22.406,0.02851,-0.025828
22.414,0.02992,-0.02505
22.422,0.029861,-0.024884
22.43,0.029832,-0.026122
22.438,0.027761,-0.02335
22.445,0.030192,-0.024988
22.453,0.031994,-0.026364
22.461,0.029823,-0.024404
22.469,0.032873,-0.025711
22.477,0.032447,-0.025139
22.484,0.031596,-0.025447
22.492,0.030317,-0.025209
22.5,0.032081,-0.02667
22.508,0.031542,-0.027015
22.516,0.029892,-0.02482
22.523,0.032092,-0.025681
22.531,0.0329,-0.02569
22.539,0.035114,-0.027469
22.547,0.03198,-0.025491
22.555,0.030285,-0.024953
22.562,0.033367,-0.025785
22.57,0.034209,-0.026318
22.578,0.035728,-0.026788
22.586,0.03105,-0.024121
22.594,0.028802,-0.025974
22.602,0.027416,-0.024379
22.609,0.029128,-0.024854
22.617,0.03046,-0.025091
22.625,0.028258,-0.02504
22.633,0.02334,-0.022675
22.641,0.02595,-0.023979
22.648,0.024787,-0.021966
22.656,0.025332,-0.021982
22.664,0.025087,-0.022266
22.672,0.021145,-0.022463
22.68,0.02379,-0.023922
22.688,0.024416,-0.022404
22.695,0.020847,-0.020866
22.703,0.021026,-0.020902
22.711,0.024723,-0.022946
22.719,0.026982,-0.02395
22.727,0.026012,-0.024003
22.734,0.02637,-0.02155
22.742,0.0295,-0.023639
22.75,0.025698,-0.023892
22.758,0.026788,-0.02343
22.766,0.030776,-0.024164
22.773,0.029042,-0.02375
22.781,0.024549,-0.021317
22.789,0.027271,-0.021529
22.797,0.03558,-0.023095
22.805,0.035978,-0.024271
22.812,0.03377,-0.025022
22.82,0.030255,-0.024171
22.828,0.027654,-0.022525
22.836,0.028374,-0.023565
22.844,0.028566,-0.024746
22.852,0.027355,-0.02373
22.859,0.027414,-0.023408
22.867,0.025063,-0.02277
22.875,0.025241,-0.022318
22.883,0.024559,-0.022452
22.891,0.02393,-0.022492
22.898,0.028456,-0.022888
22.906,0.022706,-0.022501
22.914,0.022839,-0.022804
22.922,0.024552,-0.021974
22.93,0.025218,-0.023766
22.938,0.02646,-0.022166
22.945,0.02142,-0.021561
22.953,0.024312,-0.022499
22.961,0.027673,-0.022911
22.969,0.027047,-0.02509
22.977,0.024612,-0.026143
22.984,0.024679,-0.025447
22.992,0.025254,-0.025017
23,0.025765,-0.026151
23.008,0.025709,-0.027123
23.016,0.022268,-0.026011
23.023,0.018272,-0.025057
23.031,0.012078,-0.020256
23.039,0.013302,-0.022905
23.047,0.014295,-0.023695
23.055,0.014484,-0.023048
23.062,0.011207,-0.021433
23.07,0.010369,-0.02179
23.078,0.0096085,-0.018729
23.086,0.01546,-0.021718
23.094,0.018954,-0.02293
23.102,0.014424,-0.022041
23.109,0.011636,-0.020808
23.117,0.011708,-0.019644
23.125,0.015581,-0.023279
23.133,0.020521,-0.025304
23.141,0.020452,-0.02498
23.148,0.018511,-0.026662
23.156,0.015519,-0.023779
23.164,0.019031,-0.026481
23.172,0.022244,-0.024848
23.18,0.018456,-0.023533
23.188,0.021734,-0.02343
23.195,0.016177,-0.020492
23.203,0.019746,-0.022217
23.211,0.030151,-0.025012
23.219,0.026556,-0.024606
23.227,0.021356,-0.022634
23.234,0.011948,-0.019982
23.242,0.024016,-0.024424
23.25,0.027194,-0.025067
23.258,0.031151,-0.022181
23.266,0.026278,-0.017777
23.273,0.030769,-0.024712
23.281,0.028446,-0.020437
23.289,0.03466,-0.024648
23.297,0.035781,-0.024828
23.305,0.039133,-0.029457
23.312,0.0312,-0.031462
23.32,0.034222,-0.028911
23.328,0.033482,-0.017838
23.336,0.033337,-0.023568
23.344,0.031483,-0.025827
23.352,0.030778,-0.033007
23.359,0.032951,-0.031065
23.367,0.042746,-0.033622
23.375,0.036165,-0.025977
23.383,0.034151,-0.024119
23.391,0.035824,-0.027781
23.398,0.028979,-0.023504
23.406,0.025271,-0.024229
23.414,0.030956,-0.025572
23.422,0.019458,-0.026774
23.43,0.013648,-0.023847
23.438,0.024128,-0.029546
23.445,0.024865,-0.031028
23.453,0.013293,-0.027206
23.461,0.021793,-0.027474
23.469,0.032725,-0.030416
23.477,0.037254,-0.025751
23.484,0.024389,-0.021517
23.492,0.024432,-0.024643
23.5,0.037974,-0.037709
23.508,0.035359,-0.032219
23.516,0.026595,-0.027446
23.523,0.02861,-0.027996
23.531,0.029265,-0.03419
23.539,0.036377,-0.035245
23.547,0.035665,-0.034997
23.555,0.027418,-0.030056
23.562,0.023339,-0.03102
23.57,0.023847,-0.031919
23.578,0.027486,-0.035345
23.586,0.041832,-0.034437
23.594,0.037045,-0.029171
23.602,0.038811,-0.024364
23.609,0.033471,-0.020831
23.617,0.027059,-0.031032
23.625,0.042709,-0.051591
23.633,0.031135,-0.040908
23.641,0.029072,-0.036076
23.648,0.01217,-0.027115
23.656,0.015603,-0.027184
23.664,0.034021,-0.03719
23.672,0.032794,-0.03804
23.68,0.040712,-0.04402
23.688,0.040125,-0.04783
23.695,0.033752,-0.054989
23.703,0.056978,-0.06041
23.711,0.054127,-0.05759
23.719,0.060932,-0.05049
23.727,0.04958,-0.044277
23.734,0.070205,-0.059746
23.742,0.062146,-0.06303
23.75,0.084758,-0.064158
23.758,0.090791,-0.075605
23.766,0.10766,-0.073718
23.773,0.061466,-0.072238
23.781,0.057741,-0.073937
23.789,0.073078,-0.091378
23.797,0.12474,-0.11916
23.805,0.15261,-0.11868
23.812,0.092216,-0.123
23.82,0.077791,-0.13716
23.828,0.055654,-0.12743
23.836,0.079528,-0.15448
23.844,0.12821,-0.18336
23.852,0.085903,-0.16275
23.859,0.074629,-0.15934
23.867,0.087366,-0.1832
23.875,0.029787,-0.1365
23.883,0.037468,-0.17434
23.891,0.005875,-0.076945
23.898,0.0047855,-0.072628
23.906,0.04725,-0.23964
23.914,0.14052,-0.41044
23.922,0.26159,-0.52488
23.93,0.47161,-0.59061
23.938,0.39589,-0.50896
23.945,0.2309,-0.41121
23.953,0.14453,-0.31752
23.961,0.11926,-0.2657
23.969,0.061186,-0.18349
23.977,0.087841,-0.22968
23.984,0.19352,-0.30526
23.992,0.25675,-0.28153
24,0.25764,-0.2173
24.008,0.11384,-0.15649
24.016,0.040776,-0.095632
24.023,0.022389,-0.069998
24.031,0.027318,-0.0668
24.039,0.0054837,-0.031618
24.047,0.00078816,-0.012936
24.055,-0.0066494,-0.040282
24.062,-0.0054213,-0.032075
24.07,0.000902,-0.013398
24.078,0.016493,-0.055893
24.086,0.0054719,-0.029937
24.094,0.0040798,-0.023018
24.102,0.0012446,-0.010292
24.109,-0.0041895,-0.020167
24.117,-0.0040252,-0.019921
24.125,-0.0061702,-0.023839
24.133,-0.0095846,-0.030968
24.141,-0.0055985,-0.025964
24.148,-0.0091165,-0.032375
24.156,-0.0018974,-0.014877
24.164,-0.002095,-0.016517
24.172,-0.00095219,-0.012077
24.18,1.9414e-05,-0.0019998
24.188,-0.0029376,-0.019641
24.195,-0.0054598,-0.02648
24.203,-0.0011947,-0.012724
24.211,1.9425e-05,-0.001868
24.219,-0.0037924,-0.022795
24.227,-0.00023166,-0.005175
24.234,-0.00071635,-0.0087616
24.242,-0.0029023,-0.017877
24.25,-4.3226e-06,-0.00068287
24.258,0.00015857,-0.0039315
24.266,0.00052189,-0.0074366
24.273,-9.0087e-06,-0.0014675
24.281,0.00013762,-0.0039141
24.289,0.00071648,-0.0092291
24.297,0.00055169,-0.0079816
24.305,0.00024986,-0.0063994
24.312,0.00047099,-0.0075552
24.32,0.0008832,-0.011137
24.328,0.0032658,-0.019726
24.336,0.002076,-0.01659
24.344,0.0021561,-0.016825
24.352,0.008539,-0.035289
24.359,0.010751,-0.038666
24.367,0.01986,-0.050898
24.375,0.030634,-0.059802
24.383,0.05085,-0.068249
24.391,0.08222,-0.065178
24.398,0.11839,-0.049495
24.406,0.1391,-0.021953
24.414,0.13811,0.011178
24.422,0.11942,0.030421
24.43,0.1051,0.032439
24.438,0.097582,0.030509
24.445,0.089547,0.023284
24.453,0.064109,0.014161
24.461,0.055669,0.0090045
24.469,0.048273,-0.008669
24.477,0.044073,-0.00070386
24.484,0.033128,-0.0055558
24.492,0.033213,-0.0044694
24.5,0.025642,-0.016605
24.508,0.028322,-0.021824
24.516,0.027652,-0.018736
24.523,0.023635,-0.02141
24.531,0.024896,-0.02386
24.539,0.025178,-0.029157
24.547,0.022683,-0.026397
24.555,0.02172,-0.025126
24.562,0.021565,-0.025457
24.57,0.02982,-0.027207
24.578,0.029279,-0.026748
24.586,0.019313,-0.021711
24.594,0.014421,-0.02263
24.602,0.024947,-0.028279
24.609,0.025246,-0.031996
24.617,0.022624,-0.027341
24.625,0.019865,-0.026963
24.633,0.02858,-0.030297
24.641,0.02696,-0.027534
24.648,0.014094,-0.021593
24.656,0.012885,-0.02335
24.664,0.014743,-0.025226
24.672,0.010167,-0.018051
24.68,0.013292,-0.023672
24.688,0.015971,-0.024436
24.695,0.024405,-0.026556
24.703,0.013824,-0.022737
24.711,0.0023974,-0.0095838
24.719,0.005413,-0.014679
24.727,0.01236,-0.01728
24.734,0.013368,-0.019063
24.742,0.01111,-0.019818
24.75,0.00755,-0.015332
24.758,0.0090707,-0.01579
24.766,0.011182,-0.019564
24.773,0.013639,-0.018782
24.781,0.013329,-0.017778
24.789,0.014641,-0.019419
24.797,0.012994,-0.016646
24.805,0.016005,-0.018959
24.812,0.012504,-0.015495
24.82,0.0085818,-0.014935
24.828,0.010951,-0.013098
24.836,0.025074,-0.018155
24.844,0.032263,-0.018234
24.852,0.02346,-0.014726
24.859,0.02421,-0.0099893
24.867,0.025815,-0.013731
24.875,0.02787,-0.019592
24.883,0.017633,-0.014999
24.891,0.018149,-0.013313
24.898,0.018268,-0.0076501
24.906,0.016639,-0.0072359
24.914,0.016693,-0.010061
24.922,0.018544,-0.01093
24.93,0.021275,-0.019391
24.938,0.021283,-0.019233
24.945,0.033621,-0.015547
24.953,0.03179,-0.014925
24.961,0.036275,-0.022161
24.969,0.024756,-0.0145
24.977,0.021753,-0.012965
24.984,0.028599,-0.019941
24.992,0.033942,-0.016232
25,0.028312,-0.015721
25.008,0.031073,-0.013205
25.016,0.019159,-0.011726
25.023,0.015576,-0.012489
25.031,0.021346,-0.015538
25.039,0.03424,-0.01646
25.047,0.028522,-0.015311
25.055,0.024867,-0.014783
25.062,0.027196,-0.016721
25.07,0.020302,-0.018509
25.078,0.020655,-0.015385
25.086,0.019843,-0.014793
25.094,0.019049,-0.0138
25.102,0.021798,-0.016742
25.109,0.021987,-0.0189
25.117,0.012514,-0.016483
25.125,0.0080948,-0.013996
25.133,0.0090848,-0.016313
25.141,0.010128,-0.016738
25.148,0.013603,-0.021455
25.156,0.017763,-0.02164
25.164,0.017919,-0.022236
25.172,0.014007,-0.021435
25.18,0.014935,-0.022104
25.188,0.020694,-0.021735
25.195,0.022187,-0.024065
25.203,0.026939,-0.023246
25.211,0.021052,-0.022447
25.219,0.021819,-0.021018
25.227,0.018899,-0.020991
25.234,0.019561,-0.020909
25.242,0.020586,-0.020779
25.25,0.020212,-0.021666
25.258,0.025101,-0.021694
25.266,0.022951,-0.019067
25.273,0.022455,-0.020901
25.281,0.025327,-0.02507
25.289,0.023857,-0.027819
25.297,0.021362,-0.025746
25.305,0.022068,-0.027029
25.312,0.025575,-0.029704
25.32,0.026492,-0.028123
25.328,0.024185,-0.02652
25.336,0.022979,-0.025302
25.344,0.023087,-0.025191
25.352,0.029702,-0.024429
25.359,0.028483,-0.02558
25.367,0.031787,-0.02249
25.375,0.024317,-0.01999
25.383,0.026979,-0.016293
25.391,0.039842,-0.0075384
25.398,0.03727,-0.005926
25.406,0.031088,-0.0086342
25.414,0.028399,-0.0093062
25.422,0.030159,-0.013713
25.43,0.029695,-0.011908
25.438,0.024815,-0.010279
25.445,0.024326,-0.01448
25.453,0.026673,-0.013203
25.461,0.030166,-0.014095
25.469,0.03337,-0.01299
25.477,0.022655,-0.012777
25.484,0.021995,-0.012039
25.492,0.02498,-0.014435
25.5,0.026663,-0.012343
25.508,0.023122,-0.01108
25.516,0.028109,-0.015274
25.523,0.033174,-0.012575
25.531,0.03004,-0.012346
25.539,0.0233,-0.014317
25.547,0.024603,-0.014069
25.555,0.0239,-0.01399
25.562,0.025062,-0.012472
25.57,0.032106,-0.013071
25.578,0.023662,-0.013509
25.586,0.026449,-0.016462
25.594,0.036394,-0.014914
25.602,0.03519,-0.01554
25.609,0.023614,-0.015954
25.617,0.028295,-0.015117
25.625,0.031124,-0.01441
25.633,0.029575,-0.016255
25.641,0.030896,-0.01326
25.648,0.029852,-0.01373
25.656,0.023793,-0.013707
25.664,0.030699,-0.010925
25.672,0.022633,-0.015978
25.68,0.023571,-0.017343
25.688,0.030109,-0.015824
25.695,0.028159,-0.016514
25.703,0.02519,-0.015835
25.711,0.024252,-0.018698
25.719,0.019945,-0.017413
25.727,0.019991,-0.018315
25.734,0.018468,-0.016375
25.742,0.015732,-0.015438
25.75,0.016709,-0.017275
25.758,0.014123,-0.017761
25.766,0.012977,-0.019041
25.773,0.015815,-0.018063
25.781,0.018485,-0.015339
25.789,0.021361,-0.018106
25.797,0.020083,-0.019133
25.805,0.021686,-0.018685
25.812,0.022407,-0.020851
25.82,0.016848,-0.019234
25.828,0.020122,-0.021675
25.836,0.018132,-0.017955
25.844,0.016739,-0.017877
25.852,0.013809,-0.017245
25.859,0.023179,-0.0189
25.867,0.019659,-0.019733
25.875,0.016835,-0.018532
25.883,0.020154,-0.019156
25.891,0.019069,-0.019157
25.898,0.020587,-0.018097
25.906,0.021083,-0.019718
25.914,0.026141,-0.022095
25.922,0.028436,-0.020935
25.93,0.025387,-0.020987
25.938,0.017764,-0.019275
25.945,0.019867,-0.018277
25.953,0.01882,-0.016896
25.961,0.027594,-0.022238
25.969,0.025666,-0.018141
25.977,0.026526,-0.018666
25.984,0.019787,-0.01975
25.992,0.025242,-0.019239
26,0.024708,-0.018496
26.008,0.024606,-0.017703
26.016,0.018071,-0.01777
26.023,0.018108,-0.017624
26.031,0.023828,-0.019558
26.039,0.019188,-0.02044
26.047,0.016555,-0.019892
26.055,0.019906,-0.021507
26.062,0.016993,-0.020145
26.07,0.016215,-0.018463
26.078,0.01197,-0.016014
26.086,0.011837,-0.017664
26.094,0.0085903,-0.015131
26.102,0.0089812,-0.016743
26.109,0.0055914,-0.013137
26.117,0.0042878,-0.010742
26.125,0.0012754,-0.0068789
26.133,0.00010836,-0.0024585
26.141,9.7227e-05,-0.0023504
26.148,0.00011199,-0.0022194
26.156,9.386e-05,-0.0016326
26.164,6.4673e-06,-0.001668
26.172,0.00055949,-0.0047922
26.18,0.0042734,-0.011579
26.188,0.017997,-0.021215
26.195,0.034673,-0.025107
26.203,0.041933,-0.025387
26.211,0.048027,-0.025719
26.219,0.049219,-0.02472
26.227,0.042927,-0.024785
26.234,0.037745,-0.024662
26.242,0.035831,-0.024623
26.25,0.031849,-0.023506
26.258,0.026178,-0.022461
26.266,0.016485,-0.01958
26.273,0.013751,-0.017839
26.281,0.021102,-0.021467
26.289,0.032973,-0.026138
26.297,0.043006,-0.028399
26.305,0.044317,-0.031241
26.312,0.044564,-0.029725
26.32,0.04959,-0.032985
26.328,0.048929,-0.03284
26.336,0.048355,-0.032205
26.344,0.049654,-0.032823
26.352,0.051563,-0.034416
26.359,0.052774,-0.033689
26.367,0.05497,-0.03426
26.375,0.054633,-0.034191
26.383,0.057509,-0.036485
26.391,0.056296,-0.034806
26.398,0.054161,-0.033246
26.406,0.057167,-0.037137
26.414,0.057758,-0.038565
26.422,0.056701,-0.037885
26.43,0.044181,-0.032988
26.438,0.026905,-0.021607
26.445,0.017927,-0.013733
26.453,0.017997,-0.012504
26.461,0.025774,-0.011014
26.469,0.040268,-0.01945
26.477,0.043771,-0.020184
26.484,0.037582,-0.015169
26.492,0.028244,-0.010185
26.5,0.026346,-0.0055588
26.508,0.026625,-0.0084672
26.516,0.021592,-0.016052
26.523,0.015675,-0.022762
26.531,0.0086466,-0.018655
26.539,0.0077035,-0.020033
26.547,0.0090486,-0.020591
26.555,0.014024,-0.024725
26.562,0.019081,-0.028716
26.57,0.019684,-0.027985
26.578,0.018818,-0.027356
26.586,0.015318,-0.024744
26.594,0.015007,-0.023592
26.602,0.0149,-0.024135
26.609,0.0089268,-0.018823
26.617,0.0077169,-0.016934
26.625,0.012072,-0.020265
26.633,0.015631,-0.022811
26.641,0.018948,-0.025665
26.648,0.018587,-0.025261
26.656,0.012517,-0.020518
26.664,0.0027562,-0.01011
26.672,-0.0012454,-0.0064845
26.68,-0.0041013,-0.010341
26.688,-0.0037076,-0.010575
26.695,-0.0020139,-0.0074143
26.703,-4.3531e-05,-0.001863
26.711,-7.0741e-05,-0.0010128
26.719,-0.00035353,-0.0036146
26.727,1.5387e-05,-0.00097363
26.734,0.0018576,-0.0082343
26.742,0.010113,-0.018237
26.75,0.018084,-0.021023
26.758,0.015872,-0.017261
26.766,0.011036,-0.017207
26.773,0.013654,-0.019964
26.781,0.01411,-0.018731
26.789,0.0063564,-0.0142
26.797,0.004856,-0.014461
26.805,0.0028727,-0.010838
26.812,0.00023749,-0.0038711
26.82,-9.5303e-05,-0.0028176
26.828,-0.00011053,-0.0021097
26.836,-0.00019133,-0.0037036
26.844,-0.00033155,-0.0055829
26.852,-0.00023576,-0.0034121
26.859,-0.00027771,-0.0043572
26.867,-0.00027647,-0.0043659
26.875,-0.00028862,-0.0044303
26.883,-0.00032304,-0.004949
26.891,-0.00026272,-0.0038483
26.898,-0.0003546,-0.004606
26.906,-0.0002395,-0.00295
26.914,-0.00045877,-0.005563
26.922,-0.00022415,-0.0027874
26.93,-0.00038792,-0.0049898
26.938,-0.00011463,-0.0026479
26.945,0.00010239,-0.0019554
26.953,0.00010272,-0.0019676
26.961,0.00062408,-0.005116
26.969,0.00053573,-0.0039857
26.977,0.00038431,-0.0044092
26.984,0.00041428,-0.0045088
26.992,0.0023834,-0.010512
27,0.0052347,-0.013733
27.008,0.0088477,-0.016725
27.016,0.014234,-0.020896
27.023,0.0080627,-0.014633
27.031,0.0097339,-0.016416
27.039,0.015545,-0.021699
27.047,0.017827,-0.024011
27.055,0.014345,-0.021414
27.062,0.012569,-0.019152
27.07,0.010215,-0.018366
27.078,0.014877,-0.019948
27.086,0.010897,-0.016343
27.094,0.0071718,-0.015131
27.102,0.0079688,-0.015653
27.109,0.011377,-0.018776
27.117,0.0096375,-0.019266
27.125,0.0066596,-0.015208
27.133,0.0048415,-0.013464
27.141,0.0044826,-0.012728
27.148,0.0067866,-0.015935
27.156,0.0033789,-0.01035
27.164,0.0061493,-0.014363
27.172,0.0045602,-0.011786
27.18,0.0060788,-0.013867
27.188,0.004707,-0.012753
27.195,0.0049068,-0.014195
27.203,0.0054911,-0.01376
27.211,0.0060686,-0.014328
27.219,0.010009,-0.017772
27.227,0.0051218,-0.012129
27.234,0.0044493,-0.011984
27.242,0.0059853,-0.014002
27.25,0.0073895,-0.016519
27.258,0.01048,-0.017543
27.266,0.012858,-0.018604
27.273,0.015347,-0.020407
27.281,0.0083568,-0.01555
27.289,0.0059664,-0.014216
27.297,0.0057405,-0.013356
27.305,0.0066016,-0.015931
27.312,0.0090202,-0.017446
27.32,0.009827,-0.019294
27.328,0.0052936,-0.013506
27.336,0.0091696,-0.01735
27.344,0.0065615,-0.014611
27.352,0.0095955,-0.018905
27.359,0.014215,-0.020458
27.367,0.012052,-0.018405
27.375,0.0058984,-0.015305
27.383,0.0046466,-0.012459
27.391,0.0086934,-0.016064
27.398,0.0049712,-0.012916
27.406,0.0074172,-0.01543
27.414,0.0094053,-0.017404
27.422,0.011815,-0.020113
27.43,0.0073986,-0.017116
27.438,0.0058117,-0.013819
27.445,0.0076864,-0.015158
27.453,0.0051102,-0.012472
27.461,0.0075347,-0.01748
27.469,0.0085639,-0.017144
27.477,0.0042915,-0.012156
27.484,0.0084058,-0.015758
27.492,0.0094033,-0.019703
27.5,0.0064122,-0.013626
27.508,0.011132,-0.019161
27.516,0.0083767,-0.016489
27.523,0.0086298,-0.018451
27.531,0.0089693,-0.016448
27.539,0.0099262,-0.016889
27.547,0.0087043,-0.01594
27.555,0.0046275,-0.011639
27.562,0.0079478,-0.016619
27.57,0.0074966,-0.016528
27.578,0.0095711,-0.018713
27.586,0.0068274,-0.016031
27.594,0.0049248,-0.013991
27.602,0.0045129,-0.013219
27.609,0.0092239,-0.017473
27.617,0.011524,-0.020046
27.625,0.0072221,-0.016972
27.633,0.0057332,-0.014895
27.641,0.0045653,-0.013327
27.648,0.0084279,-0.017848
27.656,0.0067408,-0.015374
27.664,0.0041724,-0.012063
27.672,0.0063442,-0.014962
27.68,0.005845,-0.013268
27.688,0.0053507,-0.015085
27.695,0.0085005,-0.015945
27.703,0.0084934,-0.016555
27.711,0.0075589,-0.016696
27.719,0.0056054,-0.014524
27.727,0.0083933,-0.017558
27.734,0.0065729,-0.013479
27.742,0.0056725,-0.013511
27.75,0.0081693,-0.016067
27.758,0.0046009,-0.011475
27.766,0.0034475,-0.010811
27.773,0.0051125,-0.013367
27.781,0.008203,-0.016795
27.789,0.0056441,-0.013992
27.797,0.0051012,-0.014366
27.805,0.0079795,-0.016829
27.812,0.0096656,-0.017919
27.82,0.0069975,-0.015568
27.828,0.0071515,-0.014898
27.836,0.0063515,-0.014022
27.844,0.0063837,-0.01395
27.852,0.0052434,-0.014181
27.859,0.0033958,-0.011406
27.867,0.0039291,-0.012362
27.875,0.0036557,-0.012473
27.883,0.0045909,-0.013982
27.891,0.0051951,-0.014988
27.898,0.0052778,-0.014594
27.906,0.0042406,-0.013719
27.914,0.0045879,-0.013051
27.922,0.0050454,-0.012676
27.93,0.0055696,-0.014067
27.938,0.006741,-0.016647
27.945,0.0068461,-0.015344
27.953,0.0044269,-0.013058
27.961,0.0063749,-0.014799
27.969,0.007189,-0.016165
27.977,0.007846,-0.015261
27.984,0.0075971,-0.01649
27.992,0.010367,-0.018072
28,0.010754,-0.019337
28.008,0.0089289,-0.018492
28.016,0.0087156,-0.019152
28.023,0.0098665,-0.018302
28.031,0.0095495,-0.018581
28.039,0.0060947,-0.014412
28.047,0.0058056,-0.013974
